-87.65255,41.98079
-87.65248,41.98059
-87.65213,41.97981
-87.65199,41.9795
-87.65117,41.97772
-87.65066,41.97664
-87.65061,41.97653
-87.64966,41.97449
-87.64962,41.9744
-87.64941,41.97388
-87.64932,41.97367
-87.64915,41.97317
-87.64903,41.97279
-87.64893,41.97245
-87.64889,41.9723
-87.64861,41.97119
-87.64856,41.97095
-87.64851,41.97073
-87.64823,41.9696
-87.64819,41.9694
-87.64817,41.96932
-87.64814,41.9692
-87.64781,41.96777
-87.64779,41.9677
-87.64774,41.96745
-87.64734,41.96576
-87.64733,41.9657
-87.64731,41.96563
-87.64729,41.96557
-87.64722,41.96524
-87.64694,41.96395
-87.64691,41.96384
-87.6465,41.96211
-87.64648,41.96201
-87.64647,41.96197
-87.64646,41.96192
-87.64643,41.96175
-87.64637,41.96126
-87.64629,41.95987
-87.64627,41.95957
-87.64624,41.95926
-87.64609,41.95859
-87.64607,41.95852
-87.64606,41.95846
-87.646,41.95822
-87.64595,41.95806
-87.6459,41.95789
-87.64582,41.95765
-87.64561,41.95713
-87.6453,41.95638
-87.64528,41.95631
-87.64511,41.95586
-87.645,41.95553
-87.64491,41.95519
-87.64484,41.9548
-87.64482,41.95467
-87.64479,41.95447
-87.64477,41.95417
-87.64476,41.95383
-87.64479,41.95298
-87.64479,41.95238
-87.64479,41.95228
-87.6448,41.95176
-87.64475,41.95145
-87.64466,41.95112
-87.64451,41.95077
-87.6441,41.95006
-87.64371,41.94944
-87.64317,41.94853
-87.64236,41.94712
-87.64218,41.94682
-87.64181,41.94618
-87.6416,41.9458
-87.64158,41.94577
-87.64151,41.94564
-87.64114,41.94494
-87.64081,41.94433
-87.64068,41.94409
-87.64029,41.94335
-87.64019,41.94316
-87.64008,41.94296
-87.63978,41.94241
-87.63959,41.94206
-87.6393,41.94155
-87.63899,41.94109
-87.63888,41.94094
-87.63845,41.94042
-87.63795,41.93985
-87.63767,41.93958
-87.63737,41.93932
-87.63703,41.93905
-87.63696,41.93899
-87.63607,41.93834
-87.63593,41.93823
-87.6358,41.93815
-87.63447,41.93717
-87.63404,41.93682
-87.63385,41.93664
-87.63357,41.93635
-87.63341,41.93614
-87.63323,41.93595
-87.63287,41.93543
-87.63261,41.93496
-87.63242,41.93451
-87.63227,41.93407
-87.63217,41.93358
-87.63212,41.93325
-87.63211,41.93309
-87.63211,41.93279
-87.63212,41.93261
-87.63212,41.93257
-87.63212,41.93247
-87.63212,41.93241
-87.63214,41.93153
-87.63216,41.92944
-87.63213,41.92894
-87.63205,41.92844
-87.63195,41.92805
-87.63187,41.92774
-87.63173,41.92734
-87.63135,41.92612
-87.63074,41.92413
-87.63064,41.92383
-87.63058,41.92365
-87.63042,41.9231
-87.62981,41.92115
-87.62957,41.92006
-87.62933,41.91917
-87.62913,41.91851
-87.62885,41.91777
-87.62848,41.9169
-87.62824,41.9164
-87.62791,41.91578
-87.6278,41.91558
-87.62765,41.9153
-87.62735,41.91475
-87.62695,41.91394
-87.6265,41.91303
-87.62646,41.91295
-87.62641,41.91284
-87.6262,41.9124
-87.62607,41.91208
-87.62603,41.91192
-87.626,41.91174
-87.62599,41.91153
-87.62599,41.91123
-87.62599,41.91111
-87.62597,41.91046
-87.62594,41.90996
-87.62594,41.90982
-87.62592,41.90953
-87.62591,41.90942
-87.62589,41.90922
-87.62578,41.90863
-87.6256,41.90792
-87.62533,41.9068
-87.62529,41.90664
-87.62521,41.90632
-87.62509,41.90583
-87.62491,41.90511
-87.62489,41.905
-87.62481,41.9046
-87.62473,41.90426
-87.62465,41.90394
-87.62445,41.90326
-87.62434,41.90292
-87.62425,41.9027
-87.62416,41.90255
-87.62406,41.90241
-87.62381,41.90214
-87.62369,41.90204
-87.62355,41.90193
-87.62348,41.90188
-87.62344,41.90186
-87.62317,41.90169
-87.6229,41.90156
-87.62259,41.90145
-87.62217,41.90134
-87.62171,41.90127
-87.62036,41.9012
-87.62021,41.90118
-87.62008,41.90116
-87.61997,41.90112
-87.61986,41.90107
-87.61968,41.90094
-87.61955,41.90081
-87.61928,41.90039
-87.61904,41.90004
-87.61893,41.89987
-87.61872,41.89956
-87.61852,41.89926
-87.61825,41.89887
-87.61822,41.89881
-87.61803,41.89853
-87.61798,41.89845
-87.61743,41.89764
-87.61711,41.89715
-87.61694,41.8969
-87.61618,41.89581
-87.61599,41.89554
-87.61595,41.89547
-87.61569,41.89508
-87.61532,41.89451
-87.61516,41.89429
-87.61502,41.8941
-87.61475,41.89371
-87.61462,41.89352
-87.61452,41.89337
-87.61441,41.89318
-87.6143,41.89291
-87.61425,41.89275
-87.61424,41.89268
-87.61422,41.89255
-87.61421,41.89237
-87.61422,41.89188
-87.61422,41.8918
-87.61423,41.89111
-87.61424,41.89063
-87.61424,41.89058
-87.61424,41.89054
-87.61422,41.89022
-87.61422,41.88992
-87.61421,41.88956
-87.61419,41.88916
-87.61418,41.88878
-87.61417,41.88873
-87.61417,41.88847
-87.61416,41.88841
-87.61415,41.88811
-87.61415,41.88807
-87.61415,41.88802
-87.61414,41.88782
-87.61414,41.88774
-87.61413,41.88757
-87.61413,41.88747
-87.61413,41.88743
-87.61412,41.88731
-87.61412,41.88723
-87.61411,41.88712
-87.61408,41.88664
-87.61405,41.88635
-87.61405,41.88608
-87.61405,41.88583
-87.61405,41.88527
-87.61408,41.885
-87.61415,41.88473
-87.61424,41.88453
-87.61428,41.88446
-87.61433,41.88437
-87.61439,41.88429
-87.61449,41.88416
-87.6146,41.88404
-87.61489,41.8838
-87.61525,41.88357
-87.61547,41.88346
-87.61571,41.88335
-87.61622,41.88313
-87.61635,41.88307
-87.61638,41.88306
-87.61665,41.88289
-87.61674,41.88283
-87.61688,41.88271
-87.61707,41.8825
-87.61714,41.88241
-87.6173,41.88216
-87.61736,41.88203
-87.61742,41.8819
-87.61744,41.88177
-87.6175,41.88149
-87.6175,41.88145
-87.6175,41.88129
-87.6175,41.88093
-87.61749,41.88037
-87.61747,41.87988
-87.61743,41.87838
-87.61761,41.87837
-87.61806,41.87838
-87.61867,41.87837
-87.61883,41.87837
-87.6192,41.87837
-87.61927,41.87837
-87.61967,41.87837
-87.61987,41.87837
-87.62006,41.87836
-87.62067,41.87836
-87.62066,41.8779
-87.62066,41.87773
-87.62064,41.87732
-87.62064,41.87721
-87.62064,41.87697
-87.62063,41.87657
-87.62063,41.87629
-87.62076,41.87609
-87.62081,41.87604
-87.62083,41.87602
-87.62086,41.876
-87.62103,41.87593
-87.62213,41.87593
-87.6224,41.87592
-87.62283,41.87592
-87.62299,41.87591
-87.62327,41.8759
-87.62334,41.87589
-87.62349,41.87587
-87.62418,41.87577
-87.62435,41.87575
-87.62462,41.87574
-87.62516,41.87573
-87.62586,41.8757
-87.62602,41.87571
-87.62671,41.87572
-87.62688,41.87571
-87.62695,41.87571
-87.62696,41.87571
-87.62707,41.8757
-87.62754,41.87569
-87.62767,41.8757
-87.62869,41.8757
-87.62924,41.8757
-87.6297,41.8757
-87.6307,41.8757
-87.63135,41.87568
-87.63173,41.87567
-87.63264,41.87567
-87.63307,41.87566
-87.63366,41.87566
-87.63495,41.87568
-87.63503,41.87569
-87.6351,41.87569
-87.63522,41.87569
-87.63585,41.8757
-87.63593,41.8757
-87.63602,41.8757
-87.63618,41.8757
-87.63637,41.87569
-87.63681,41.87569
-87.63722,41.87568
-87.63775,41.87567
-87.63936,41.87564
-87.63963,41.87564
-87.64053,41.87564
-87.64097,41.87564
-87.64157,41.87563
-87.64182,41.87563
-87.64212,41.87563
-87.64245,41.87562
-87.64263,41.87562
-87.64378,41.87561
-87.64392,41.87561
-87.64397,41.87561
-87.64419,41.87562
-87.64436,41.87564
-87.64509,41.87569
-87.64526,41.8757
-87.64545,41.87571
-87.64559,41.87573
-87.64564,41.87573
-87.64571,41.87573
-87.64629,41.87576
-87.64647,41.87577
-87.64673,41.87577
-87.64688,41.87576
-87.64696,41.87576
-87.64702,41.87576
-87.64723,41.87576
-87.64756,41.87576
-87.64823,41.87577
-87.64893,41.87578
-87.64904,41.87578
-87.64926,41.87578
-87.6496,41.87577
-87.65021,41.87575
-87.65084,41.87575
-87.65156,41.87577
-87.65183,41.87577
-87.6519,41.87577
-87.65205,41.87577
-87.65235,41.87578
-87.653,41.87581
-87.65426,41.87592
-87.65509,41.876
-87.65646,41.87617
-87.65695,41.87622
-87.65709,41.87622
-87.65798,41.87622
-87.65919,41.87616
-87.66118,41.87613
-87.66161,41.87612
-87.66186,41.87612
-87.66281,41.87609
-87.66306,41.87609
-87.66656,41.87604
-87.66674,41.87604
-87.66698,41.87604
-87.66894,41.87602
-87.66908,41.87601
-87.66919,41.876
-87.66972,41.87599
-87.6709,41.87596
-87.672,41.87593
-87.67259,41.87592
-87.67268,41.87591
-87.67273,41.87592
-87.67279,41.87592
-87.67351,41.87591
-87.67646,41.87586
-87.67659,41.87586
-87.67754,41.87585
-87.67907,41.87583
-87.67958,41.87584
-87.68034,41.87582
-87.68109,41.87582
-87.68127,41.87582
-87.6814,41.87582
-87.68384,41.87579
-87.68403,41.87579
-87.68493,41.87578
-87.68594,41.87577
-87.68617,41.87577
-87.68636,41.87577
-87.68792,41.87575
-87.68824,41.87574
-87.68871,41.87574
-87.6889,41.87574
-87.68944,41.87571
-87.69008,41.8757
-87.69038,41.87573
-87.69066,41.87573
-87.69136,41.87572
-87.69175,41.87571
-87.69287,41.8757
-87.69408,41.87568
-87.69449,41.87568
-87.69532,41.87567
-87.69617,41.87567
-87.69627,41.87566
-87.69639,41.87566
-87.69785,41.87564
-87.69875,41.87559
-87.70006,41.87546
-87.70083,41.87536
-87.70107,41.87533
-87.70141,41.87528
-87.70351,41.87497
-87.7038,41.87493
-87.70446,41.87483
-87.70595,41.87461
-87.70609,41.87459
-87.7065,41.87453
-87.70742,41.87441
-87.70784,41.87436
-87.7083,41.87432
-87.70883,41.8743
-87.71026,41.87427
-87.71082,41.87426
-87.7109,41.87426
-87.71484,41.87421
-87.71569,41.8742
-87.71607,41.87419
-87.71976,41.87414
-87.72039,41.87413
-87.72297,41.87409
-87.72451,41.87407
-87.72498,41.87407
-87.72541,41.87406
-87.72612,41.87405
-87.72737,41.87405
-87.72789,41.87404
-87.72927,41.87403
-87.73002,41.87401
-87.73031,41.87401
-87.7308,41.874
-87.73139,41.874
-87.73215,41.874
-87.73279,41.87398
-87.73303,41.87397
-87.7335,41.87391
-87.73435,41.87377
-87.73483,41.87365
-87.7352,41.87353
-87.73536,41.87348
-87.73579,41.87332
-87.73611,41.87318
-87.73644,41.87303
-87.73682,41.87284
-87.73704,41.87273
-87.73758,41.87248
-87.7378,41.8724
-87.73826,41.87224
-87.73868,41.87212
-87.73926,41.872
-87.73982,41.87191
-87.74004,41.87189
-87.74057,41.87185
-87.74171,41.87182
-87.74468,41.87178
-87.74484,41.87178
-87.74499,41.87178
-87.74936,41.87173
-87.74984,41.87173
-87.75053,41.87172
-87.75204,41.8717
-87.75271,41.87169
-87.75386,41.87168
-87.75476,41.87166
-87.75491,41.87166
-87.75857,41.87161
-87.75879,41.87161
-87.75952,41.8716
-87.76104,41.87158
-87.76185,41.87154
-87.7628,41.87148
-87.76347,41.87141
-87.7644,41.8713
-87.76457,41.87128
-87.76476,41.87125
-87.76663,41.87104
-87.76697,41.87102
-87.76772,41.871
-87.7681,41.87099
-87.76875,41.871
-87.76906,41.87101
-87.76962,41.87103
-87.77198,41.8711
-87.77422,41.87121
-87.77437,41.87122
-87.7753,41.87127
-87.7766,41.87134
-87.7781,41.87143
-87.77843,41.87146
-87.77925,41.87151
-87.77985,41.87155
-87.78033,41.87159
-87.78076,41.87162
-87.78081,41.87163
-87.78415,41.87192
-87.78773,41.87223
-87.78907,41.87235
-87.78972,41.87238
-87.79112,41.8724
-87.79227,41.87247
-87.79397,41.87261
-87.79534,41.87275
-87.79875,41.87316
-87.79918,41.87321
-87.79927,41.87322
-87.79986,41.87322
-87.80273,41.87349
-87.80297,41.87352
-87.8035,41.87357
-87.80434,41.87365
-87.80441,41.87366
-87.80441,41.87371
-87.80441,41.87376
-87.80442,41.87397
-87.80443,41.8743
-87.80445,41.87472
-87.80446,41.87499
-87.80447,41.87514
-87.80449,41.87537
-87.80449,41.87541
-87.80449,41.87547
-87.8045,41.876
-87.80452,41.87643
-87.80453,41.87652
-87.80454,41.87681
-87.80456,41.8774
-87.80457,41.87779
-87.80459,41.87817
-87.80462,41.879
-87.80462,41.87912
-87.80467,41.87966
-87.80468,41.87988
-87.80469,41.88025
-87.8047,41.88056
-87.80471,41.88068
-87.80472,41.88088
-87.80472,41.88096
-87.80474,41.88125
-87.80474,41.8814
-87.80476,41.88188
-87.80476,41.88203
-87.80477,41.88219
-87.80477,41.88226
-87.80478,41.88241
-87.80478,41.88255
-87.80479,41.88266
-87.8048,41.88274
-87.80484,41.8828
-87.80484,41.88285
-87.80486,41.88325
-87.80524,41.88324
-87.80538,41.88323
-87.80551,41.88322
-87.80614,41.88321
-87.80682,41.88321
-87.80718,41.8832
-87.80746,41.88319
-87.80759,41.88318
-87.80801,41.88318
-87.80814,41.88318
-87.80862,41.88317
-87.80877,41.88317
-87.80891,41.88316
-87.80936,41.88316
-87.80969,41.88316
-87.80991,41.88316
-87.81046,41.88316
-87.81065,41.88316
-87.81085,41.88375
-87.81106,41.88423
-87.81114,41.88438
-87.8113,41.88461
-87.81142,41.88476
-87.81197,41.88529
-87.81203,41.88533
-87.81225,41.88548
-87.8125,41.88565
-87.81292,41.88586
-87.81335,41.88606
-87.81358,41.88614
-87.8138,41.8862
-87.81427,41.88632
-87.8143,41.88633
-87.81471,41.88639
-87.8147,41.88666
-87.8147,41.88679
-87.81469,41.88703
-87.81374,41.88705
-87.81285,41.88706
-87.81259,41.88706
-87.81217,41.88707
-87.81168,41.88708
-87.81081,41.88709
-87.8106,41.8871
